text_id,para_number,type_manual,para,para_en
ICPE-32-1970_RES1-FR_res_66,13,preambular,"Considérant qu'il est indispensable que chaque élève soit mis à même d'achever le cycle d'études qu'il a entrepris et qu'une éducation continue puisse être assurée, dans le cadre de l'éducation permanente, à l'élève ayant quitté prématurément l'école,","Considering that it is essential for each pupil to be enabled to complete the course of studies they have undertaken and that continuing education can be ensured, within the framework of lifelong education, for pupils who have left school prematurely,"
ICPE-32-1970_RES1-FR_res_66,14,preambular,"Considérant que les déperditions d'effectifs posent, sous une forme ou sous une autre, des problèmes graves dans la plupart des pays et que l'analyse statistique montre clairement l'étendue et la répartition du phénomène de la déperdition aux différents niveaux et points des systèmes d'enseignement,","Considering that student attrition presents, in one form or another, serious problems in most countries and that statistical analysis clearly demonstrates the extent and distribution of attrition at various levels and stages of education systems,"
ICPE-32-1970_RES1-FR_res_66,15,preambular,"Considérant que les abandons en cours d'études correspondent souvent à une dépense improductive et que les redoublements accroissent le coût de l'éducation, nuisant ainsi à son amélioration qualitative et quantitative, sans parler des troubles qu'ils peuvent occasionner pour les élèves,","Considering that dropouts during the course of studies often constitute an unproductive expenditure and that grade repetition increases the cost of education, thereby hindering its qualitative and quantitative improvement, not to mention the disruptions they may cause for the students,"
ICPE-32-1970_RES1-FR_res_66,16,preambular,"Considérant que l'amélioration de l'efficacité des systèmes d'enseignement et, en particulier, la réduction des déperditions d'effectifs sont essentielles, d'une part pour assurer à tous l'exercice du droit à l'éducation et, d'autre part, pour renforcer la contribution de l'éducation au développement social et économique de la société,","Considering that improving the efficiency of education systems and, in particular, reducing student dropout rates are essential, on the one hand, to ensure that everyone can exercise the right to education and, on the other hand, to strengthen the contribution of education to the social and economic development of society,"
ICPE-32-1970_RES1-FR_res_66,17,null,Soumet la recommandation ci-après aux Ministères de l'éducation des différents pays :,Submits the following recommendation to the Ministries of Education of the various countries:
ICPE-32-1970_RES1-FR_res_66,18,operative,"1. L'étude des mesures à prendre pour réduire la déperdition des effectifs scolaires devrait s'inscrire dans le cadre des principes suivants : (a) Tous les aspects du contexte économique et social et des systèmes d'enseignement ont une incidence sur la déperdition scolaire ; (b) Les facteurs qui contribuent à la déperdition aux différents niveaux de l'éducation sont nombreux et diffèrent souvent d'un pays à l'autre, notamment selon le niveau de développement. On peut les grouper sous les catégories suivantes : le milieu (i) le foyer et la collectivité : les contraintes des conditions géographiques, sociales, économiques et culturelles (éloignement de l'école, milieu défavorisé, différenciation linguistique, sous-développement, mentalité du public, etc.) ; (ii) le système scolaire (administration, organisation, programme d'études, nombre et qualification des maîtres, relation entre la famille et l'école, bâtiments et matériel, etc.) ; la personnalité de l'enfant (facteurs physiques, mentaux, intellectuels et moraux, motivations, etc. (c) Les facteurs liés à la déperdition scolaire sont généralement conjugués et il faut étudier à la fois leur interaction et leurs effets indépendants, en s'appuyant notamment sur les enseignements de l'expérience recueillis dans un contexte donné.","1. The study of measures to be taken to reduce student dropout rates should be conducted within the framework of the following principles: (a) All aspects of the economic and social context and education systems influence school dropout; (b) The factors contributing to dropout at various levels of education are numerous and often differ from one country to another, particularly depending on the level of development. These can be grouped into the following categories: environment (i) the home and community: constraints related to geographical, social, economic, and cultural conditions (distance from school, disadvantaged environment, linguistic differences, underdevelopment, public mentality, etc.); (ii) the school system (administration, organization, curriculum, number and qualifications of teachers, relationship between family and school, buildings and materials, etc.); the child's personality (physical, mental, intellectual, and moral factors, motivations, etc.); (c) The factors related to school dropout generally occur in combination, and both their interactions and independent effects must be studied, relying in particular on lessons learned from experience within a given context."
ICPE-32-1970_RES1-FR_res_66,19,operative,"2. Le renouvellement des systèmes d'éducation, auquel conduit l'évolution de la civilisation, doit inciter à réétudier, en fonction des caractéristiques spécifiques de chaque pays, l'aménagement et le renouvellement des programmes (en particulier dans les premiers stades de la vie scolaire), le rôle des' systèmes d'évaluation et les modalités d'orientation scolaire et professionnelle en vue de réduire les déperditions scolaires comme les échecs subis à l'entrée dans la vie active.","2. The renewal of education systems, driven by the evolution of civilization, should prompt a reassessment—taking into account the specific characteristics of each country—of the organization and updating of curricula (particularly in the early stages of schooling), the role of evaluation systems, and the methods of academic and vocational guidance, with the aim of reducing school dropout rates as well as failures encountered upon entry into working life."
ICPE-32-1970_RES1-FR_res_66,20,operative,"3. Il importe de prendre une série de mesures dont certaines, de caractère général, visent à améliorer l'efficacité des systèmes d'éducation et à assurer leur rénovation en les rapprochant de la vie, des besoins économiques et sociaux, et des aspirations individuelles, alors que d'autres, d'une nature plus spécifique, auront trait aux différents facteurs liés aux déperditions.","3. It is important to take a series of measures, some of a general nature, aimed at improving the effectiveness of education systems and ensuring their renewal by bringing them closer to life, economic and social needs, and individual aspirations, while others, more specific in nature, will address the various factors related to dropout rates."
ICPE-32-1970_RES1-FR_res_66,21,operative,"4. Il convient de définir les nouvelles finalités assignées à l'éducation dans un monde en cours de transformation rapide, compte tenu de la contribution que l'éducation doit apporter au développement social, économique et humain et de la réalisation effective du droit à l'éducation.","4. It is necessary to define the new objectives assigned to education in a rapidly transforming world, taking into account the contribution that education must make to social, economic, and human development, as well as the effective realization of the right to education."
ICPE-32-1970_RES1-FR_res_66,22,operative,"5. Il apparaît souhaitable de s'inspirer de la perspective de l'éducation permanente qui lie l'éducation à la vie, et assure la mise à jour continue des connaissances, ainsi que l'articulation de l'enseignement scolaire et de l'éducation extrascolaire. Il apparaît nécessaire de réviser les structures de l'éducation dans le sens d'une plus grande souplesse et d'une meilleure articulation de ses différents éléments, en assurant le maximum de continuité à l'intérieur des systèmes et en facilitant les transferts d'un type d'enseignement à l'autre et d'un niveau à l'autre.","5. It seems desirable to draw on the perspective of lifelong education, which links education to life and ensures the continuous updating of knowledge, as well as the coordination of school education and extracurricular education. It is necessary to revise the structures of education towards greater flexibility and better integration of its various components, ensuring maximum continuity within the systems and facilitating transfers from one type of education to another and from one level to the next."
ICPE-32-1970_RES1-FR_res_66,23,operative,"6. Il conviendrait également de veiller à ce que le contenu de l'enseignement s'inspire de la nécessité d'apprendre à apprendre, autant que de dispenser l'instruction; fasse la place souhaitable aux connaissances de base ; ajoute, dans la mesure nécessaire, les matières nouvelles qui correspondent aux progrès des connaissances et comporte une initiation à la vie pratique et à la technologie ainsi que la formation d'attitudes utilisables sur le plan professionnel.","6. Attention should also be given to ensuring that the content of teaching is inspired as much by the necessity to learn how to learn as by the delivery of instruction; that it allocates the desirable place to basic knowledge; adds, to the extent necessary, new subjects corresponding to advances in knowledge; and includes an introduction to practical life and technology as well as the development of attitudes applicable in the professional sphere."
ICPE-32-1970_RES1-FR_res_66,24,operative,"7. Il apparaît souhaitable d'améliorer constamment les méthodes d'enseignement et d'éducation en tirant parti des moyens modernes d'information et de la technologie éducative d'une part, et en faisant appel aux résultats de la recherche pédagogique et psychologique pour une meilleure adaptation des méthodes aux besoins de l'enfant, d'autre part.","7. It is desirable to continuously improve teaching and educational methods by leveraging modern information technologies and educational technology on the one hand, and by drawing on the findings of pedagogical and psychological research to better adapt these methods to the needs of the child on the other."
ICPE-32-1970_RES1-FR_res_66,25,operative,"8. Il apparaît indispensable d'améliorer la formation et le recyclage des maîtres ainsi que des mesures prises pour les conseiller, en s'attachant particulièrement à les préparer à leur nouveau rôle, compte tenu de la nécessité d'une nouvelle forme de relation entre enseignants et enseignés, et d'une large préparation à la vie.","8. It is essential to improve the training and retraining of teachers as well as the measures taken to advise them, with particular emphasis on preparing them for their new role, given the need for a new form of relationship between teachers and students, and broad preparation for life."
ICPE-32-1970_RES1-FR_res_66,26,operative,"9. Il importe de réexaminer les procédures de sélection et de contrôle des connaissances et d'évaluation des résultats scolaires, en éliminant au maximum les éléments d'arbitraire et de subjectivité ; il apparaît souhaitable d'inspirer d'une attitude positive à l'égard des élèves et de tenir compte des aspects affectifs et caractérologiques de la personnalité de chacun. A cet égard, il semble souhaitable d'adopter des mesures pour évaluer l'efficacité des établissements d'enseignement dans leur ensemble.","9. It is important to reexamine the procedures for selection, knowledge assessment, and evaluation of academic results, minimizing elements of arbitrariness and subjectivity; it is desirable to foster a positive attitude towards students and to take into account the affective and characterological aspects of each individual's personality. In this regard, it seems advisable to adopt measures to evaluate the overall effectiveness of educational institutions."
ICPE-32-1970_RES1-FR_res_66,27,operative,"10. Il apparaît nécessaire de développer et d'institutionaliser les services d'orientation scolaire et professionnelle, en vue d'assurer une large information de l'enfant, de la famille et du public sur le système éducatif et sur les ouvertures qu'il comporte sur la vie et l'emploi.","10. It is necessary to develop and institutionalize school and career guidance services, with the aim of providing comprehensive information to the child, the family, and the public about the educational system and the opportunities it offers in terms of life and employment."
ICPE-32-1970_RES1-FR_res_66,28,operative,"11. Il apparaît souhaitable d'assurer une étroite coopération entre administrateurs, pédagogues et éducateurs, psychologues scolaires, conseillers d'orientation professionnelle, médecins et assistantes sociales, et parents.","11. It appears desirable to ensure close cooperation among administrators, educators and teachers, school psychologists, career guidance counselors, doctors and social workers, and parents."
ICPE-32-1970_RES1-FR_res_66,29,operative,"12. Il apparaît indispensable d'assurer une liaison étroite entre l'école, la famille et la collectivité.","12. It is essential to ensure close cooperation between the school, the family, and the community."
ICPE-32-1970_RES1-FR_res_66,30,operative,"13. Il convient, en vue de compenser certains désavantages sociaux, économiques ou géographiques, susceptibles d'entraîner des déperditions, de prendre certaines mesures, telles que : (a) l'extension de la gratuité scolaire à tous les niveaux et l'extension et l'amélioration du réseau scolaire, et une meilleure répartition des établissements scolaires, en s'attachant particulièrement aux besoins des régions rurales et des groupes minoritaires ; (b) la création d'internats, notamment pour les enfants originaires des régions à faible densité de population; (c) la création ou le développement de services sociaux ou l'adoption de mesures d'aide à la famille ou à l'enfant (cantine, distribution gratuite d'aliments ou de vêtements, ramassage scolaire ou allocations de transport, foyers d'accueil pendant les heures de travail des parents, etc.) ; (d) le développement des services de santé et de médecine scolaires ; (e) le développement de l'éducation préscolaire, notamment dans les zones rurales et dans les quartiers surpeuplés des grandes agglomérations ; (f) une plus large attribution, suivant des critères équitables, de bourses et d'allocations diverses de scolarité et de bourses d'enseignement supérieur visant à libérer les étudiants de certains travaux rémunérés peu compatibles avec leurs études ; (g) des études surveillées facultatives après les heures de classe.","13. In order to compensate for certain social, economic, or geographical disadvantages likely to cause dropouts, it is appropriate to take certain measures, such as: (a) extending free education to all levels and expanding and improving the school network, with particular attention to the needs of rural areas and minority groups; (b) creating boarding schools, especially for children from sparsely populated regions; (c) establishing or developing social services or adopting measures to assist families or children (canteens, free distribution of food or clothing, school transportation or travel allowances, childcare centers during parents’ working hours, etc.); (d) developing school health and medical services; (e) expanding preschool education, particularly in rural areas and overcrowded neighborhoods in large urban centers; (f) granting scholarships and various educational grants on an equitable basis to relieve students from certain paid work incompatible with their studies; (g) offering optional supervised study sessions after school hours."
ICPE-32-1970_RES1-FR_res_66,31,operative,14. Il serait souhaitable de prévoir une action systématique et permanente d'information afin de faire prendre conscience aux parents de l'importance de la fréquentation scolaire.,14. It would be desirable to provide for systematic and ongoing information campaigns to raise parents’ awareness of the importance of regular school attendance.
ICPE-32-1970_RES1-FR_res_66,32,operative,"15. Il convient de prendre les mesures nécessaires pour instituer l'obligation scolaire, en assurant les facilités qui permettront à tous les enfants de s'inscrire à l'école et, en outre, en prévenant les abandons prévisibles et volontaires, particulièrement quand ils résultent du travail des mineurs.","15. It is necessary to take the required measures to establish compulsory schooling, ensuring the facilities that will allow all children to enroll in school and, furthermore, to prevent foreseeable and voluntary dropouts, particularly when they result from child labor."
ICPE-32-1970_RES1-FR_res_66,33,operative,16. La création ou le développement de services de dépistage des enfants physiquement ou mentalement déficients et d'établissements à leur intention serait nécessaire.,"16. The establishment or development of screening services for children who are physically or mentally impaired, as well as institutions dedicated to their care, would be necessary."
ICPE-32-1970_RES1-FR_res_66,34,operative,17. Il importe d'améliorer l'apprentissage de la langue d'instruction en tant que matière et instrument de connaissance.,17. It is important to improve the learning of the language of instruction both as a subject and as an instrument of knowledge.
ICPE-32-1970_RES1-FR_res_66,35,operative,18. Il convient de prendre les mesures nécessaires pour éliminer les facteurs de déperdition liés à l'utilisation comme langue d'enseignement d'une langue autre que la langue maternelle.,18. Appropriate measures should be taken to eliminate the factors of dropout related to the use of a language other than the mother tongue as the language of instruction.
ICPE-32-1970_RES1-FR_res_66,36,operative,"19. Il apparaît souhaitable d'accorder un intérêt particulier à l'enseignement de disciplines de base qui sont parfois la cause de déperditions : la langue maternelle et les mathématiques, par exemple.","19. It appears desirable to give particular attention to the teaching of basic subjects which are sometimes the cause of dropout: the mother tongue and mathematics, for example."
ICPE-32-1970_RES1-FR_res_66,37,operative,"20. Il conviendrait de mettre au point les mesures propres à réduire les taux de redoublement au cours des premières années de l'enseignement primaire, années pendant lesquelles ils apparaissent particulièrement élevés.","20. Measures should be developed to reduce repetition rates during the early years of primary education, as these rates appear to be particularly high during this period."
ICPE-32-1970_RES1-FR_res_66,38,operative,"21. Il importe, en révisant le contenu de l'éducation, de faire place à des matières nouvelles, en rapport avec la vie, le milieu et le travail, afin de renforcer les motivations des élèves.","21. In revising the content of education, it is essential to introduce new subjects related to life, environment, and work, in order to strengthen students' motivation."
ICPE-32-1970_RES1-FR_res_66,39,operative,22. Il apparaît également opportun de renforcer l'intérêt de l'enfant pour l'école par diverses activités scolaires hors programme ou par des activités extrascolaires.,22. It also seems appropriate to enhance the child's interest in school through various extracurricular activities or activities outside the formal curriculum.
ICPE-32-1970_RES1-FR_res_66,40,operative,"23. Il conviendrait de créer des services de psychologie scolaire, ou de les améliorer et notamment de redéfinir, en l'étendant, le rôle du psychologue scolaire.","23. It would be appropriate to create school psychology services, or to improve them, notably by redefining and expanding the role of the school psychologist."
ICPE-32-1970_RES1-FR_res_66,41,operative,"24. Il convient de prévoir, dans les structures éducatives, des types complémentaires d'éducation qui permettent aux enfants ayant abandonné leurs études ou souffrant d'un grave retard, d'acquérir un complément de connaissances générales et une formation professionnelle ou préprofessionnelle, afin de les réintégrer dans le système d'éducation ou de les insérer dans le secteur productif.","24. It is necessary to provide, within educational structures, complementary types of education that allow children who have dropped out of school or are suffering from a significant delay to acquire additional general knowledge and vocational or pre-vocational training, in order to reintegrate them into the education system or to insert them into the productive sector."
ICPE-32-1970_RES1-FR_res_66,42,operative,"25. Il conviendrait d'étudier la possibilité et l'opportunité d'introduire dans les établissements d'enseignement général, au niveau approprié, l'apprentissage des métiers ou des cours d'initiation à la vie du travail.","25. It would be appropriate to study the possibility and advisability of introducing vocational training or introductory courses on working life into general education institutions, at the appropriate level."
ICPE-32-1970_RES1-FR_res_66,43,operative,"26. Il convient d'examiner, lors de la révision du contenu et des structures de l'éducation, l'opportunité que l'enseignement scolaire donne à l'élève, à un âge approprié, une expérience pratique du monde du travail, à la production, dans le cadre d'une préparation à la vie.","26. It is advisable to consider, during the revision of the content and structures of education, the possibility that school education provides the student, at an appropriate age, with practical experience of the world of work and production, as part of preparation for life."
ICPE-32-1970_RES1-FR_res_66,44,operative,"27. Il faudrait améliorer les conditions matérielles de l'enseignement (notamment l'équipement, le matériel pédagogique), des laboratoires et des bibliothèques.","27. The material conditions of education (notably equipment and teaching materials), laboratories, and libraries should be improved."
ICPE-32-1970_RES1-FR_res_66,45,operative,"28. Il conviendrait d'éliminer le facteur important de déperdition constitué par les classes surchargées en réduisant leur effectif en fonction d'un rapport élèves-maîtres raisonnable, dans les pays où les circonstances le permettent, tout en veillant à ne pas recourir à cette mesure dans ceux où elle aggraverait la situation en matière de scolarisation. Pour ces pays, il conviendrait que les responsables de la recherche élaborent des formules dont l'application améliorera le rendement de ces classes, réduisant ainsi la déperdition.","28. The significant factor of dropout caused by overcrowded classes should be eliminated by reducing their size according to a reasonable pupil-teacher ratio, in countries where circumstances permit, while ensuring that this measure is not applied in countries where it would worsen the situation regarding school attendance. For these countries, it would be appropriate for research authorities to develop methods whose implementation will improve the efficiency of these classes, thereby reducing dropout rates."
ICPE-32-1970_RES1-FR_res_66,46,operative,"29. Il importe de diffuser et de généraliser les résultats de l'expérience acquise par les maîtres et les établissements d'enseignement qui ont réussi à réduire très sensiblement, voire à éliminer, les déperditions,","It is important to disseminate and generalize the results of the experience gained by teachers and educational institutions that have succeeded in significantly reducing, or even eliminating, dropout rates."
ICPE-32-1970_RES1-FR_res_66,47,operative,"30. Il importe, dans la rénovation des systèmes d'éducation et l'élaboration des mesures particulières propres à réduire les taux de déperdition, de reconnaître le rôle que peuvent jouer la recherche pédagogique et les sciences de l'éducation.","30. It is essential, in the reform of education systems and the development of specific measures aimed at reducing dropout rates, to acknowledge the role that educational research and the sciences of education can play."
ICPE-32-1970_RES1-FR_res_66,48,operative,"31. Il conviendrait de normaliser et d'organiser systématiquement le rassemblement des données à des fins nationales. A cet effet, pour le calcul des taux d'abandon et de redoublement et (ou) pour estimer l'efficacité des systèmes d'éducation, on pourrait s'inspirer, en les améliorant, des méthodes utilisées dans l'enquête de l'Unesco sur la mesure statistique de la déperdition scolaire (1969) et tirer parti, éventuellement, des techniques modernes de l'informatique.","31. It would be appropriate to standardize and systematically organize the collection of data for national purposes. To this end, for the calculation of dropout and repetition rates and/or to estimate the effectiveness of education systems, one could draw inspiration from, and improve upon, the methods used in the UNESCO survey on the statistical measurement of school dropout (1969) and potentially make use of modern computer technologies."
ICPE-32-1970_RES1-FR_res_66,49,operative,"32. Il conviendrait de procéder à de nouvelles études en utilisant la méthode des études de cas au niveau national et en faisant appel à l'aide internationale. Si possible, l'Unesco devrait prendre l'initiative de promouvoir ces études dans lesquelles les bureaux et centres régionaux de l'éducation pourraient jouer un rôle actif. Il conviendrait de faire porter les études sur les points suivants, en prenant en considération les travaux des diverses organisations régionales : (a) amélioration de l'exactitude du rassemblement des données ; (b) vérification de la sûreté des indices de la déperdition et des déductions que l'on en tire ; (c) mise au point de techniques d'évaluation de la déperdition dans les systèmes scolaires sans redoublements ni abandons ; (d) mise au point d'indicateurs de déperditions à des fins de simulation en fonction d'hypothèses alternatives ; (e) examen du caractère et de l'incidence de la déperdition dans l'enseignement supérieur.","32. It would be appropriate to conduct new studies using the case study method at the national level, with the assistance of international aid. If possible, UNESCO should take the initiative to promote these studies, in which the regional offices and centers for education could play an active role. The studies should focus on the following points, taking into account the work of various regional organizations: (a) improving the accuracy of data collection; (b) verifying the reliability of dropout indices and the conclusions drawn from them; (c) developing techniques for assessing dropout rates in school systems without repetition or dropout; (d) developing dropout indicators for simulation purposes based on alternative hypotheses; (e) examining the nature and impact of dropout in higher education."
ICPE-32-1970_RES1-FR_res_66,50,operative,"33. Il apparaît nécessaire de procéder à une mise au point des méthodologies et à des études en profondeur sur les divers aspects du problème des déperditions, notamment sur les causes de retard scolaire, le processus d'acquisition des connaissances, les motivations dans des contextes et dans des endroits divers.","33. It appears necessary to refine the methodologies and conduct in-depth studies on the various aspects of the issue of school dropout rates, notably concerning the causes of academic delay, the process of knowledge acquisition, and motivations in diverse contexts and locations."
ICPE-32-1970_RES1-FR_res_66,51,operative,34. Il conviendrait de redéfinir les finalités et les principes de base des systèmes d'éducation afin de veiller à ce qu'ils retiennent dans les classes le maximum d'élèves sans compromettre pour autant les résultats de l'enseignement en qualité.,34. It would be appropriate to redefine the goals and fundamental principles of education systems in order to ensure that they retain the maximum number of students in classrooms without compromising the quality of educational outcomes.
ICPE-32-1970_RES1-FR_res_66,52,operative,"35. Il conviendrait également de procéder à des études et à des recherches sur les critères et les procédures de promotion et d'évaluation des résultats scolaires, notamment en ce qui concerne la promotion automatique.","35. It would also be advisable to conduct studies and research on the criteria and procedures for promotion and assessment of academic results, particularly with regard to automatic promotion."
ICPE-32-1970_RES1-FR_res_66,53,operative,"36. Il importe de favoriser la coopération internationale dans le domaine de l'échange d'informations, de données statistiques, de résultats de recherches et d'expériences, ainsi que dans le domaine de la libre circulation des tests qui se sont avérés efficaces dans la pratique scolaire.","36. It is important to promote international cooperation in the exchange of information, statistical data, research results, and experiences, as well as in the free circulation of tests that have proven effective in school practice."
ICPE-32-1970_RES1-FR_res_66,54,operative,"37. Il serait souhaitable que les conférences régionales de ministres de l'éducation convoquées par l'Unesco étudient le problème des déperditions scolaires, leurs causes et les remèdes possibles.","37. It would be desirable for the regional conferences of Ministers of Education convened by UNESCO to examine the issue of school dropouts, their causes, and possible remedies."
ICPE-32-1970_RES1-FR_res_66,55,operative,"38. Il serait souhaitable que l'Unesco mette au point des programmes coordonnés pour l'étude des problèmes de déperdition, sur le plan national et régional, auxquels seraient associés le BIE, l'IIPE, l'Institut de l'Unesco pour l'éducation à Hambourg et les bureaux et centres régionaux.","38. It would be desirable for UNESCO to develop coordinated programs for the study of dropout issues at the national and regional levels, involving the IBE, the IIEP, the UNESCO Institute for Education in Hamburg, as well as regional offices and centers."
ICPE-32-1970_RES1-FR_res_66,56,operative,"39. Il serait souhaitable que l'Unesco mette à la disposition des Etats membres, sur leur demande, une assistance en vue de préparer des études sur le problème des déperditions et de former des spécialistes pour l'étude de ce problème. Les bourses mises à la disposition des gouvernements dans le cadre des programmes d'aide extérieure pourraient être utilisées à cette fin. Les Etats membres pourraient également avoir recours à l'aide extérieure pour assurer le rassemblement et la normalisation des données statistiques.","39. It would be desirable for UNESCO to provide Member States, upon their request, with assistance for the preparation of studies on the issue of school dropouts and the training of specialists to examine this problem. Scholarships made available to governments under external aid programs could be used for this purpose. Member States could also make use of external aid to ensure the collection and standardization of statistical data."
ICPE-33-1971_RES1-FR_res_67,1,null,"La Conférence internationale de l'éducation, convoquée à Genève par l'Organisation des Nations Unies pour l'éducation, la science et la culture, s'étant réunie pour sa 33e session, adopte la recommandation suivante : La Conférence,","The International Conference on Education, convened in Geneva by the United Nations Educational, Scientific and Cultural Organization, having met for its 33rd session, adopts the following recommendation: The Conference,"
ICPE-33-1971_RES1-FR_res_67,2,preambular,"Considérant les objectifs de l'Unesco, tels qu'ils figurent à l'article I 2 b de son Acte constitutif, en ce qui concerne l'égalité d'accès à l'éducation,","Considering the objectives of UNESCO, as set forth in Article I 2 b of its Constitutive Act, with regard to equal access to education,"
ICPE-33-1971_RES1-FR_res_67,3,preambular,"Considérant l'article 26 de la Déclaration universelle des droits de l'homme (1948),","Considering Article 26 of the Universal Declaration of Human Rights (1948),"
ICPE-33-1971_RES1-FR_res_67,4,preambular,"Considérant la Déclaration des droits de l'enfant (1959),","Considering the Declaration of the Rights of the Child (1959),"
ICPE-33-1971_RES1-FR_res_67,5,preambular,"Considérant la Convention et la Recommandation concernant la lutte contre la discrimination dans le domaine de l'enseignement, adoptées par la Conférence générale de l'Unesco, à sa onzième session (1960),","Considering the Convention and the Recommendation concerning the fight against discrimination in the field of education, adopted by the General Conference of UNESCO at its eleventh session (1960),"
ICPE-33-1971_RES1-FR_res_67,6,preambular,"Considérant la Recommandation concernant l'enseignement technique et professionnel adoptée par la Conférence générale de l'Unesco, à sa douzième session (1962),","Considering the Recommendation concerning Technical and Vocational Education adopted by the General Conference of UNESCO at its twelfth session (1962),"
ICPE-33-1971_RES1-FR_res_67,7,preambular,"Considérant la Déclaration des principes de la coopération culturelle internationale adoptée par la Conférence générale de l’Unesco, à sa quatorzième session (1966),","Considering the Declaration of Principles on International Cultural Cooperation adopted by the General Conference of UNESCO at its fourteenth session (1966),"
ICPE-33-1971_RES1-FR_res_67,8,preambular,"Considérant les recommandations de la Conférence internationale sur la planification de l'éducation tenue à Paris, en 1968,","Considering the recommendations of the International Conference on Educational Planning held in Paris in 1968,"
ICPE-33-1971_RES1-FR_res_67,9,preambular,"Considérant les recommandations pertinentes adoptées par la Conférence internationale de l'éducation lors de ses différentes sessions,","Considering the relevant recommendations adopted by the International Conference on Education during its various sessions,"
ICPE-33-1971_RES1-FR_res_67,10,preambular,"Considérant que tout système scolaire doit non seulement assurer le droit pour tous à l'éducation, mais aussi promouvoir l'égalité des chances d'éducation,","Considering that every educational system must not only ensure the right to education for all, but also promote equality of educational opportunity,"
ICPE-33-1971_RES1-FR_res_67,11,preambular,"Considérant que le postulat de l'égalité des chances d'éducation répond à un principe de justice sociale et de droits fondamentaux de l'homme,","Considering that the principle of equal educational opportunities corresponds to a principle of social justice and fundamental human rights,"
ICPE-33-1971_RES1-FR_res_67,12,preambular,"Considérant la nécessité objective d'assurer l'expansion quantitative de l'éducation et d'élever ses normes qualitatives pour tous les enfants,","Considering the objective necessity to ensure the quantitative expansion of education and to raise its qualitative standards for all children,"
ICPE-33-1971_RES1-FR_res_67,13,preambular,"Considérant que, même si les objectifs et les aspirations sont semblables, il est possible que les stratégies et les critères diffèrent d'un pays à l'autre, notamment entre les pays techniquement avancés et les pays en voie de développement,","Considering that, even though the objectives and aspirations are similar, strategies and criteria may differ from one country to another, particularly between technologically advanced countries and developing countries,"
