text_id,para_number,Correct,type_current,type,para,para_en
ICPE-03-1934_RES1-FR_res_1,11,,operative,operative,11) Attire l'attention des autorités scolaires sur la nécessité d'adapter les méthodes de l'enseignement prolongé aux conditions psychologiques en rapport avec l'âge des élèves.,Draws the attention of the educational authorities to the necessity of adapting the methods of extended education to the psychological conditions related to the age of the students.
ICPE-03-1934_RES1-FR_res_1,12,,operative,operative,"12) Souligne qu'en raison des particularités des programmes et des méthodes à appliquer dans l'enseignement prolongé, il y a lieu de former des professeurs appelés à le donner et de les choisir parmi les maîtres qui, au cours de l'exercice antérieur de leur profession, auraient témoigné d'aptitudes particulières pour cet enseignement.","12) Emphasizes that due to the specific characteristics of the curricula and methods to be applied in extended education, it is necessary to train teachers designated to provide it and to select them from among those educators who, during their previous professional practice, have demonstrated particular aptitude for this type of instruction."
ICPE-05-1936_RES1-FR_res_7,1,,null,null,"La Conférence internationale de l'Instruction publique, Convoquée à Genève par le Bureau international d'Éducation, et s'y étant réunie le treize juillet en sa cinquième session, adopte le quatorze juillet mil neuf cent trente-six la recommandation suivante : La Conférence,","The International Conference on Public Education, Convened in Geneva by the International Bureau of Education, and having met there on July 13 in its fifth session, adopts on July 14, 1936, the following recommendation: The Conference,"
ICPE-05-1936_RES1-FR_res_7,2,,preambular,preambular,"Considérant que, si le pourcentage des sourds-muets et surtout des aveugles semble diminuer de façon assez marquée, le nombre des anormaux de l'intelligence arriérés ou instables mentaux tend au contraire à croître dans des proportions inquiétantes ;","Considering that, while the percentage of deaf-mutes and especially the blind appears to decrease quite markedly, the number of intellectually abnormal individuals who are mentally retarded or unstable tends, on the contrary, to increase in alarming proportions;"
ICPE-05-1936_RES1-FR_res_7,3,,preambular,preambular,"Qu'il appartient aux seuls pouvoirs publics de prendre les mesures utiles pour remédier aux causes de cet accroissement (maladies héréditaires, alcoolisme, conditions de l'existence moderne) ;","That it is the sole responsibility of the public authorities to take the necessary measures to address the causes of this increase (hereditary diseases, alcoholism, conditions of modern existence);"
ICPE-05-1936_RES1-FR_res_7,4,,preambular,preambular,"Mais que les éducateurs ont le devoir de se préoccuper des conditions dans lesquelles les anormaux physiques, aveugles et sourds-muets d'une part, les anormaux mentaux d'autre part, peuvent être, par une éducation appropriée, mis en mesure de vivre une vie économique et sociale plus utile à eux-mêmes et à la société, — et préparés comme 134 les autres enfants à bénéficier des richesses morales, artistiques et intellectuelles qui donnent vraiment son prix à la vie humaine ;","But educators have the duty to be concerned with the conditions under which the physically abnormal, the blind and deaf-mutes on the one hand, and the mentally abnormal on the other, can be enabled, through appropriate education, to lead an economic and social life more beneficial to themselves and society—and prepared, like other children, to enjoy the moral, artistic, and intellectual riches that truly give value to human life;"
ICPE-05-1936_RES1-FR_res_7,5,,preambular,preambular,"Considérant d'autre part que, dans le dépistage des anormaux mentaux, il importe grandement de faire preuve d'une extrême prudence, et de ne pas risquer, en classant prématurément comme anormaux des enfants qui pourront vivre une vie à peu près normale, de les diminuer pour toute leur existence à leurs propres yeux comme aux yeux de la société ;","Considering, on the other hand, that in the identification of mentally abnormal individuals, it is of utmost importance to exercise extreme caution, and to avoid the risk of prematurely classifying as abnormal children who will be able to lead a roughly normal life, thereby diminishing them for their entire existence both in their own eyes and in the eyes of society;"
ICPE-05-1936_RES1-FR_res_7,6,Null,operative,null,"Recommande aux Ministères de l'Instruction publique des divers pays,","Recommends to the Ministries of Public Education of the various countries,"
ICPE-05-1936_RES1-FR_res_7,7,,operative,operative,"1° Que la création, partout où elle est utile, de classes ou d'écoles spéciales et, le cas échéant, d'internats pour les anormaux physiques, d'une part, pour les anormaux mentaux, d'autre part, soit obligatoire pour les autorités chargées de l'organisation scolaire ; Que ces établissements soient créés dans des conditions telles que l'enseignement spécial ne soit pas mis uniquement à la portée des enfants des centres urbains ;","1° That the establishment, wherever it is deemed necessary, of special classes or schools and, where appropriate, boarding facilities for the physically abnormal on one hand, and for the mentally abnormal on the other, be made mandatory for the authorities responsible for educational organization; that these institutions be created under conditions such that special education is not accessible solely to children from urban centers;"
ICPE-05-1936_RES1-FR_res_7,8,,operative,operative,2° Que l'enseignement y soit donné dans les mêmes conditions de gratuité que l'enseignement donné dans les classes ordinaires aux enfants normaux ;,2° That the instruction provided therein be given under the same conditions of gratuity as the instruction given in regular classes to normal children;
ICPE-05-1936_RES1-FR_res_7,9,,operative,operative,"3° Que, pour les internes, des bourses soient libéralement accordées aux enfants de familles modestes ;","3° That, for boarders, scholarships be generously granted to children from modest families;"
ICPE-05-1936_RES1-FR_res_7,10,,operative,operative,"4° Que l'éducation y comporte non seulement : a) la culture spéciale (par exemple démutisation et lecture sur les lèvres pour les sourds-muets, lecture et écriture pour les aveugles) dont ces enfants ont besoin ; b) la culture générale, qui doit être, dans la mesure du possible, comparable à celle que reçoivent les autres enfants; mais aussi une préparation professionnelle appropriée, compte tenu de l'état du marché du travail ;","4° That the education provided includes not only: a) the specialized instruction (for example, speech therapy and lip-reading for the deaf-mute, reading and writing for the blind) required by these children; b) general education, which should, as far as possible, be comparable to that received by other children; but also appropriate vocational training, taking into account the state of the labor market;"
ICPE-05-1936_RES1-FR_res_7,11,,operative,operative,"5° Qu'il y soit tenu le plus grand compte des possibilités des enfants; qu'en conséquence, les effectifs des classes soient peu élevés, et que les méthodes d'enseignement soient — 135 partout les méthodes individuelles, actives et concrètes, déjà en usage dans un certain nombre de pays ;","5° That the abilities of the children be given the utmost consideration; consequently, class sizes should be kept small, and the teaching methods used should — everywhere — be individual, active, and concrete methods, already in use in a number of countries;"
ICPE-05-1936_RES1-FR_res_7,12,,operative,operative,"6° Que ces enfants soient considérés non comme des assistés, mais comme des éducables; que, par conséquent, les établissements qui leur sont consacrés soient rattachés aux Ministères chargés, dans les diverses nations, de l'Instruction publique ;","6° That these children be regarded not as dependents, but as educable; consequently, that the institutions dedicated to them be affiliated with the Ministries responsible for Public Instruction in the various nations;"
ICPE-05-1936_RES1-FR_res_7,13,,operative,operative,"7° Qu'une inspection médicale scolaire, rendue partout obligatoire, porte sur la santé mentale des enfants en même temps que sur leur santé physique et que le dépistage des enfants anormaux s'opère grâce à une intime collaboration des maîtres, des médecins scolaires et, si possible, des médecins psychiatres et des psychologues scolaires — et qu'il y soit procédé avec une extrême prudence ;","7° That a compulsory school medical inspection, implemented everywhere, encompass both the mental health and physical health of children, and that the screening of children with abnormalities be conducted through close collaboration among teachers, school doctors, and, if possible, psychiatrists and school psychologists—and that this process be carried out with the utmost caution;"
ICPE-05-1936_RES1-FR_res_7,14,,operative,operative,"8° Qu'une première initiation aux divers enseignements spéciaux soit, si possible, donnée aux futurs instituteurs dès l'école normale; que des stages soient institués pour ceux qui voudraient ultérieurement se consacrer particulièrement à ces enseignements ; que l'accès à ces stages soit facilité par l'institution de bourses suffisantes ou par le maintien du traitement ;","8° That an initial introduction to the various special teachings be, if possible, provided to future teachers as early as in the teacher training college; that internships be established for those who later wish to dedicate themselves specifically to these teachings; and that access to these internships be facilitated through the provision of sufficient scholarships or by the maintenance of salary."
ICPE-05-1936_RES1-FR_res_7,15,,operative,operative,"9° Qu'un supplément de traitement soit accordé aux maitres qui, titulaires d'un certificat d'aptitude à l'enseignement des anormaux, donnent effectivement l'enseignement dans des classe spéciales. + 136 —","9° That an additional salary supplement be granted to teachers who, holding a certificate of aptitude for the education of children with special needs, actually teach in special classes."
ICPE-08-1939_RES1-FR_res_17,1,,null,null,"La Conférence internationale de l'Instruction publique, Convoquée à Genève par le Bureau international d'Éducation, et s'y étant réunie le dix-sept juillet en sa huitième session, adopte, le dix-neuf juillet mil neuf cent trente-neuf, la recommandation suivante : La Conférence,","The International Conference on Public Instruction, convened in Geneva by the International Bureau of Education and having met there on July 17th in its eighth session, adopts on July 19th, 1939, the following recommendation: The Conference,"
ICPE-08-1939_RES1-FR_res_17,2,,preambular,preambular,Affirmant le prix qu'elle attache au maintien de l'intégrité de la vie familiale et à une éducation prolongée aussi longtemps que possible dans et par la famille;,Affirming the value it attaches to the preservation of the integrity of family life and to prolonged education within and by the family for as long as possible;
ICPE-08-1939_RES1-FR_res_17,3,,preambular,preambular,"Considérant qu'en raison des conditions de la vie moderne, en particulier dans les villes, un grand nombre de femmes travaillent en dehors du foyer, et que de nombreuses mères de famille sont dans l'impossibilité de s'occuper comme il le faudrait de leurs jeunes enfants;","Considering that due to the conditions of modern life, particularly in cities, a large number of women work outside the home, and that many mothers are unable to properly care for their young children;"
ICPE-08-1939_RES1-FR_res_17,4,,preambular,preambular,"Que, par conséquent, la création d'institutions où ces enfants puissent être gardés et éduqués continue à s'imposer;","That, consequently, the establishment of institutions where these children can be cared for and educated remains necessary;"
ICPE-08-1939_RES1-FR_res_17,5,,preambular,preambular,"Que, par ailleurs, les progrès de la pédagogie ont conduit à des méthodes d'éducation extrêmement fécondes, en particulier pour le développement physique, mental et moral des jeunes enfants;","Furthermore, advances in pedagogy have led to highly effective educational methods, particularly for the physical, mental, and moral development of young children;"
ICPE-08-1939_RES1-FR_res_17,6,,preambular,preambular,"Que l'éducation ménagère et familiale doit être développée pour que les futures mères de famille puissent être initiées à ces méthodes, qu'il est désirable de généraliser l'emploi de celles-ci par l'application qui en est faite dans les institutions d'éducation préscolaire mises à la disposition des familles qui désireraient y recourir;","That household and family education must be developed so that future mothers may be introduced to these methods, and that it is desirable to generalize their use through the application made of them in preschool education institutions made available to families wishing to make use of them;"
ICPE-08-1939_RES1-FR_res_17,7,,preambular,preambular,"Qu'en fait, la valeur de ces institutions est attestée par le développement qu'elles ont pris dans beaucoup de pays où leur influence a exercé sur l'ensemble de l'enseignement une action des plus heureuses, notamment par la pénétration de leurs méthodes d'éducation;","In fact, the value of these institutions is demonstrated by the growth they have experienced in many countries, where their influence has had a most beneficial impact on the entirety of education, notably through the widespread adoption of their educational methods;"
ICPE-08-1939_RES1-FR_res_17,8,,preambular,preambular,"Que ce succès est dû, pour une bonne part, à un personnel — 121 — enseignant spécialement préparé à donner l'éducation préscolaire;",That this success is largely due to a staff specially trained to provide preschool education;
ICPE-08-1939_RES1-FR_res_17,9,,null,null,Soumet aux Ministères de l'Instruction publique des divers pays les recommandations suivantes :,Submits the following recommendations to the Ministries of Public Instruction of the various countries:
ICPE-08-1939_RES1-FR_res_17,10,,operative,operative,"1) L'éducation préscolaire, qui s'adresse à l'enfant durant la période qui précède l'âge de la scolarité obligatoire, doit constituer l'une des préoccupations des autorités scolaires et pouvoir être accessible à l'ensemble des enfants;","1) Preschool education, which is aimed at the child during the period preceding compulsory schooling age, must be a concern of educational authorities and be accessible to all children;"
ICPE-08-1939_RES1-FR_res_17,11,,operative,operative,"2) Cette éducation doit être assurée par les pouvoirs publics (État, provinces, communes, etc.), ou par des institutions privées (associations philanthropiques, religieuses, entreprises industrielles, coopératives, particuliers, etc.);","2) This education must be provided by public authorities (State, provinces, municipalities, etc.) or by private institutions (philanthropic associations, religious organizations, industrial enterprises, cooperatives, individuals, etc.);"
ICPE-08-1939_RES1-FR_res_17,12,,operative,operative,"3) Dans les localités où il n'existe pas d'institutions préscolaires, l'école primaire doit être ouverte aux enfants d'âge préscolaire; ils doivent y trouver des conditions favorables à leur développement naturel psychologique et physique;","3) In localities where preschool institutions do not exist, primary schools must be open to preschool-aged children; they should find there conditions conducive to their natural psychological and physical development."
ICPE-08-1939_RES1-FR_res_17,13,,operative,operative,"4) L'âge minimum d'admission des enfants dans les institutions préscolaires doit être fixé assez bas pour permettre de recevoir ceux dont la mère, retenue par son travail, ne pourrait s'occuper. Mais, comme il importe de laisser, toutes les fois qu'il est possible, le petit enfant à sa famille, l'éducation préscolaire doit rester facultative;","4) The minimum age for admission of children into preschool institutions must be set low enough to accommodate those whose mothers, due to work commitments, are unable to care for them. However, as it is important whenever possible to leave the young child with their family, preschool education must remain optional;"
ICPE-08-1939_RES1-FR_res_17,14,,operative,operative,"5) L'âge de sortie des institutions préscolaires doit correspondre à l'âge d'entrée à l'école primaire. Pour tenir compte des nécessités de l'enseignement primaire, même si l'entrée à l'école maternelle est admise à toute époque de l'année, le passage à l'école primaire doit avoir lieu à des dates précises une ou au maximum deux pour l'année;","5) The age for leaving preschool institutions must correspond to the age of entry into primary school. To accommodate the requirements of primary education, even if entry into nursery school is allowed at any time of the year, the transition to primary school must take place on specific dates, one or at most two per year;"
ICPE-08-1939_RES1-FR_res_17,15,,operative,operative,6) La gratuité de l'éducation préscolaire doit être accordée au même titre que la gratuité de l'enseignement primaire;,6) Free preschool education must be granted on the same basis as free primary education;
ICPE-08-1939_RES1-FR_res_17,16,,operative,operative,"7) L'horaire, dans les institutions préscolaires, doit être plus souple que celui de l'école primaire. Il est souhaitable qu'un service de garderie permette aux enfants l'accès dans l'établissement en dehors des heures de classe;",7) The schedule in preschool institutions must be more flexible than that of primary school. It is desirable that a daycare service allows children access to the establishment outside of class hours;
ICPE-08-1939_RES1-FR_res_17,17,,operative,operative,"8) L'année scolaire peut être adaptée aux nécessités saisonnières dans les pays où le climat ou les conditions de travail l'exigent (jardins d'enfants d'été, etc.);","8) The school year may be adapted to seasonal requirements in countries where the climate or working conditions demand it (summer kindergartens, etc.);"
ICPE-08-1939_RES1-FR_res_17,18,,operative,operative,"9) Il est très désirable que le nombre maximum d'enfants confiés aux institutrices chargées de l'éducation préscolaire ne dépasse pas celui des classes d'enseignement primaire et il est utile aussi d'avoir recours à des aides, nurses ou femmes de service;","9) It is highly desirable that the maximum number of children entrusted to preschool teachers does not exceed that of primary school classes, and it is also useful to employ aides, nurses, or caretakers."
ICPE-08-1939_RES1-FR_res_17,19,,operative,operative,10) Il est hautement recommandable que l'inspection et la direction de l'éducation préscolaire soient exercées par des inspectrices et des directrices spéciales;,10) It is highly advisable that the inspection and management of preschool education be carried out by specialized female inspectors and directors;
ICPE-08-1939_RES1-FR_res_17,20,,operative,operative,"11) Pour la construction, l'aménagement et l'installation des établissements préscolaires, il y a lieu de tenir compte des besoins spéciaux des enfants auxquels ces établissements sont destinés;","11) For the construction, layout, and installation of preschool institutions, it is necessary to take into account the special needs of the children for whom these institutions are intended;"
ICPE-08-1939_RES1-FR_res_17,21,,operative,operative,12) Les autorités scolaires doivent faciliter l'acquisition et l'utilisation par les établissements préscolaires d'un matériel éducatif spécial;,12) School authorities must facilitate the acquisition and use of special educational materials by preschool institutions;
ICPE-08-1939_RES1-FR_res_17,22,,operative,operative,"13) Il est indiqué d'user de méthodes faisant appel à l'activité spontanée des enfants et adaptées aux conditions particulières de leur développement physique, moral et mental;","13) It is advisable to use methods that engage the spontaneous activity of children and are adapted to the specific conditions of their physical, moral, and mental development;"
ICPE-08-1939_RES1-FR_res_17,23,,operative,operative,"14) L'apprentissage systématique de la lecture, de l'écriture et du calcul doit être réservé à l'enseignement primaire; l'éducation préscolaire se borne à une éducation sensori-motrice: il est en particulier essentiel de préparer l'enseignement ultérieur du calcul par des manipulations et un matériel permettant l'acquisition des notions numériques et des formes;","14) The systematic learning of reading, writing, and arithmetic must be reserved for primary education; preschool education is limited to sensory-motor education: in particular, it is essential to prepare for subsequent arithmetic instruction through manipulations and materials that enable the acquisition of numerical concepts and shapes."
ICPE-08-1939_RES1-FR_res_17,24,,operative,operative,"15) Les autorités scolaires doivent veiller à la protection de la santé des enfants fréquentant les institutions préscolaires par une surveillance médicale, le développement de l'hygiène mentale, la création de cantines, la distribution de lait, etc.;","15) School authorities must ensure the protection of the health of children attending preschool institutions through medical supervision, the promotion of mental hygiene, the establishment of canteens, the distribution of milk, and similar measures."
ICPE-08-1939_RES1-FR_res_17,25,,operative,operative,"16) La collaboration avec la famille, si nécessaire dans la vie scolaire, sera considérée comme primordiale pendant l'âge préscolaire. Les réunions de parents, les visites à domicile, la participation des parents aux activités de l'école et toutes les organisations qui contribuent à créer cette collaboration doivent être fortement encouragées;","16) Collaboration with the family, while necessary during school life, will be considered essential during the preschool age. Parent meetings, home visits, parental involvement in school activities, and all organizations that contribute to fostering this collaboration must be strongly encouraged;"
ICPE-08-1939_RES1-FR_res_17,26,,operative,operative,17) La formation des institutrices des classes préscolaires doit toujours comprendre une spécialisation théorique et pratique qui les prépare à leur tâche. En aucun cas cette préparation ne doit être moins approfondie que celle du personnel enseignant primaire;,17) The training of preschool teachers must always include theoretical and practical specialization that prepares them for their task. Under no circumstances should this preparation be less thorough than that of primary school teaching staff.
ICPE-08-1939_RES1-FR_res_17,27,,operative,operative,18) Le perfectionnement des institutrices déjà en fonction dans les établissements préscolaires doit être favorisé;,18) The professional development of teachers already working in preschools must be promoted;
ICPE-08-1939_RES1-FR_res_17,28,,operative,operative,"19) En principe, les conditions de nomination et la rétribution des institutrices de l'enseignement préscolaire ne doivent pas être inférieures à celles de leurs collègues de l'enseignement primaire;","19) In principle, the conditions of appointment and remuneration of preschool teachers should not be lower than those of their colleagues in primary education;"
ICPE-08-1939_RES1-FR_res_17,29,,operative,operative,"20) Compte tenu de la formation spéciale prévue au paragraphe 17, il doit être possible aux institutrices des établissements préscolaires de passer dans l'enseignement primaire et vice-versa. 123","20) In view of the special training provided for in paragraph 17, it must be possible for teachers in preschool institutions to transfer to primary education and vice versa. 123"
ICPE-11-1948_RES1-FR_res_24,1,,null,null,"La Conférence internationale de l'Instruction publique, Convoquée à Genève par l'Organisation des Nations Unies pour l'Éducation, la Science et la Culture et le Bureau international d'Éducation et s'y étant réunie le vingt-huit juin en sa onzième session, adopte le deux juillet mil neuf cent quarante-huit la recommandation suivante : La Conférence,","The International Conference on Public Instruction, convened in Geneva by the United Nations Educational, Scientific and Cultural Organization and the International Bureau of Education and having met there on June twenty-eighth in its eleventh session, adopts on July second, nineteen forty-eight, the following recommendation: The Conference,"
ICPE-11-1948_RES1-FR_res_24,2,,preambular,preambular,"Considérant que l'un des principaux objets de l'éducation moderne doit être de préparer les enfants et les adolescents à participer de façon consciente et active à la construction d'une communauté mondiale, riche en aspects divers, mais unie dans la poursuite de buts communs: paix, sécurité, vie plus harmonieuse pour tous les êtres humains,","Considering that one of the primary objectives of modern education must be to prepare children and adolescents to participate consciously and actively in the building of a global community, diverse in its aspects but united in the pursuit of common goals: peace, security, and a more harmonious life for all human beings,"
ICPE-11-1948_RES1-FR_res_24,3,,preambular,preambular,"Que cette préparation doit consister non seulement en un enseignement didactique, mais surtout en une formation et un développement de toutes les attitudes psychologiques favorables à l'édification, à la sauvegarde et au progrès d'un monde uni,","That this preparation must consist not only of didactic teaching but above all of training and the development of all psychological attitudes conducive to the building, safeguarding, and progress of a united world,"
ICPE-11-1948_RES1-FR_res_24,4,,preambular,preambular,"Que cette préparation doit être adaptée aux capacités des écoliers de tous âges et aux conditions particulières de l'enseignement dans les divers pays du monde,","That this preparation must be adapted to the capacities of schoolchildren of all ages and to the specific conditions of education in the various countries of the world,"
ICPE-11-1948_RES1-FR_res_24,5,,null,null,Soumet aux Ministères de l'Instruction publique des différents pays la recommandation suivante:,Submits to the Ministries of Public Education of the various countries the following recommendation:
ICPE-11-1948_RES1-FR_res_24,6,,operative,operative,1. Que tout l'enseignement contribue à l'éducation du sentiment et de l'idée de solidarité internationale ;,1. That all education contributes to the cultivation of the sentiment and idea of international solidarity;
ICPE-11-1948_RES1-FR_res_24,7,,operative,operative,"2. Que la vie de toutes les institutions d'enseignement soit organisée de façon à developper chez les élèves et les étudiants le sens des responsabilités et de l'entr'aide social nécessaire à une meilleure compréhension mutuelle entre les peuples, et que les diverses formes de vie sociale s'organisant aux différents stades des études soient de nature à intéresser la jeunesse aux problèmes du monde de demain ;","2. That the life of all educational institutions be organized in such a way as to develop among pupils and students a sense of responsibility and social mutual aid necessary for a better mutual understanding between peoples, and that the various forms of social life organized at the different stages of study be designed to engage youth in the problems of the world of tomorrow;"
ICPE-11-1948_RES1-FR_res_24,8,,operative,operative,3. Que les devoirs envers la communauté des Nations soient partout compris et enseignés comme un prolongement des devoirs civiques ;,3. That the duties towards the community of Nations be universally understood and taught as an extension of civic duties;
ICPE-11-1948_RES1-FR_res_24,9,,operative,operative,"4. Que les sentiments de solidarité internationale dans le temps et dans l'espace, basés sur le respect mutuel des peuples, soient cultivés par tous les moyens possibles, tels que la commémoration du souvenir des grands pionniers du progrès humain et la célébration de certaines dates et institutions d'un intérêt universel ;","4. That feelings of international solidarity across time and space, based on mutual respect among peoples, be cultivated by all possible means, such as the commemoration of the memory of the great pioneers of human progress and the celebration of certain dates and institutions of universal interest;"
ICPE-11-1948_RES1-FR_res_24,10,,operative,operative,"5. Que, dans ce cadre général, les Nations Unies et les Institutions spécialisées qui en dépendent, leurs principes et leurs buts, leur structure et leurs fonctions, soient étudiés objectivement, dans un esprit d'information exacte et scrupuleuse. Quelles que puissent être les insuffisances actuelles de ces institutions, ces dernières devront être appréciées comme un tout et considérées comme une étape dans la longue série d'efforts pour développer la conscience internationale, supprimer le fléau de la guerre, affirmer la foi aux droits fondamentaux de l'homme, faire régner la justice, favoriser le progrés social et assurer à tous une vie libre et meilleure ;","5. That, within this general framework, the United Nations and the specialized agencies under its authority, their principles and objectives, their structure and functions, be studied objectively, with a spirit of accurate and thorough information. Whatever the current shortcomings of these institutions may be, they must be evaluated as a whole and regarded as a step in the long series of efforts to develop international consciousness, to eradicate the scourge of war, to affirm faith in fundamental human rights, to uphold justice, to promote social progress, and to ensure a free and better life for all;"
ICPE-11-1948_RES1-FR_res_24,11,,operative,operative,"6. Que l'on fasse appel, pour un enseignement aussi complexe, qui s'adresse tant au sentiment qu'à l'intelligence, à des éducateurs animés eux-mêmes de l'esprit de compréhension internationale et suffisamment informés pour traiter ces problèmes, soit directement, soit indirectement, comme partie intégrante de toute éducation;","6. That educators, themselves imbued with the spirit of international understanding and sufficiently informed to address these issues, be called upon to provide this complex teaching, which appeals both to sentiment and intelligence, either directly or indirectly, as an integral part of all education;"
ICPE-11-1948_RES1-FR_res_24,12,,operative,operative,"7. Que, hors de l'école, toutes les institutions locales telles que bibliothèques publiques, musées, clubs de jeunesse, groupes d'éclaireurs et d'éclaireuses, etc., participent, en collaboration avec les autorités de l'enseignement, à la formation d'un esprit de solidarité chez les jeunes gens et, dans ce cadre, à la présentation des multiples aspects des Nations Unies, de leurs Institutions spécialisées et des organisations connexes ;","7. That, outside of school, all local institutions such as public libraries, museums, youth clubs, scout groups, and the like, participate, in collaboration with educational authorities, in fostering a spirit of solidarity among young people and, within this framework, in presenting the multiple aspects of the United Nations, its specialized agencies, and related organizations;"
ICPE-11-1948_RES1-FR_res_24,13,,operative,operative,"8. Qu'étant donné les responsabilités que les adultes doivent assumer comme parents et comme citoyens, des mesures soient prises pour que les cours populaires d'éducation des adultes contribuent à répandre une connaissance éclairée des organisations internationales;","8. Given the responsibilities that adults must assume as parents and citizens, measures should be taken to ensure that popular adult education courses contribute to spreading an informed knowledge of international organizations;"
ICPE-11-1948_RES1-FR_res_24,14,,operative,operative,"9. Qu'un matériel audio-visuel approprié soit réalisé en tenant compte de l'âge et du développement mental des publies de jeunes et d'adultes auxquels il sera présenté, en s'attachant à donner aux images un caractère esthétique, en encourageant la participation des jeunes et des adultes a la réalisation de ce matériel, en s'appuyant sur les études de psychologie de l'enfant relatives à son comportement devant l'écran; qu'une large diffusion de ce matériel soit rationnellement organisée ;","9. That appropriate audio-visual material be produced taking into account the age and mental development of the young and adult audiences to whom it will be presented, focusing on giving the images an aesthetic character, encouraging the participation of young people and adults in the production of this material, and relying on child psychology studies related to their behavior in front of the screen; that a wide dissemination of this material be rationally organized;"
